   GoodVibes v3.2 2024/04/17 11:10:30
   Citation: Luchini, G.; Alegre-Requena, J. V.; Funes-Ardoiz, I.; Paton, R. S. F1000Research, 2020, 9, 291.
   GoodVibes version 3.2 DOI: 10.12688/f1000research.22758.1

o  Requested: --spc spc_nbo -c 1 --csv 

   Temperature = 298.15 Kelvin   Concentration = 1.0 mol/L
   All energetic values below shown in Hartree unless otherwise specified.

   Using vibrational scale factor 1.0 for PBE1PBE/6-31+G(d) level of theory

   Caution! Implicit solvation (SMD/CPCM) detected. Enthalpic and entropic terms cannot be safely separated. Use them at your own risk!

   Entropic quasi-harmonic treatment: frequency cut-off value of 100.0 wavenumbers will be applied.
   QS = Grimme: Using a mixture of RRHO and Free-rotor vibrational entropies.
   REF: Grimme, S. Chem. Eur. J. 2012, 18, 9955-9964

   Combining final single point energy with thermal corrections.

   Structure,E_SPC,E,ZPE,H_SPC,T.S,T.qh-S,G(T)_SPC,qh-G(T)_SPC,
o  I5a_reduced_censo_ensemble_clustered_conf_10_opt,-864.555692,-864.281038,0.340028,-864.196462,0.064028,0.060548,-864.260489,-864.257010,
o  I5b_inactive_censo_ensemble_clustered_conf_01_opt,-904.300129,-904.012222,0.381865,-903.897430,0.068948,0.064212,-903.966377,-903.961642,
o  I5b_inactive_censo_ensemble_clustered_conf_02_opt,-904.300390,-904.012381,0.381398,-903.898075,0.069054,0.064318,-903.967129,-903.962393,
o  I5b_inactive_censo_ensemble_clustered_conf_03_opt,-904.300280,-904.012289,0.381928,-903.897644,0.067687,0.063551,-903.965330,-903.961195,
o  I5b_inactive_censo_ensemble_clustered_conf_04_opt,-904.301305,-904.013416,0.382175,-903.898510,0.066668,0.063077,-903.965178,-903.961586,
o  I5b_inactive_censo_ensemble_clustered_conf_05_opt,-904.301305,-904.013416,0.382175,-903.898510,0.066668,0.063076,-903.965178,-903.961586,
o  I5b_inactive_censo_ensemble_clustered_conf_06_opt,-904.300105,-904.012425,0.382122,-903.897270,0.068631,0.063910,-903.965901,-903.961180,
o  I5b_inactive_censo_ensemble_clustered_conf_07_opt,-904.297723,-904.009829,0.381988,-903.894991,0.067721,0.063614,-903.962712,-903.958605,
o  I5b_inactive_censo_ensemble_clustered_conf_08_opt,-904.297769,-904.009626,0.381152,-903.895533,0.069377,0.064644,-903.964910,-903.960177,
o  I5b_inactive_censo_ensemble_clustered_conf_09_opt,-904.296401,-904.008132,0.381261,-903.894057,0.068950,0.064535,-903.963008,-903.958593,
o  I5b_inactive_censo_ensemble_clustered_conf_10_opt,-904.299727,-904.011930,0.382243,-903.896859,0.067305,0.063408,-903.964163,-903.960267,
o  I5b_pyridinium_censo_ensemble_clustered_conf_01_opt,-903.126960,-902.839653,0.359116,-902.747421,0.067960,0.063369,-902.815382,-902.810791,
o  I5b_pyridinium_censo_ensemble_clustered_conf_03_opt,-903.126882,-902.839712,0.359055,-902.747409,0.067747,0.063261,-902.815155,-902.810670,
o  I5b_pyridinium_censo_ensemble_clustered_conf_04_opt,-903.125460,-902.838045,0.358668,-902.746220,0.067983,0.063439,-902.814203,-902.809659,
o  I5b_pyridinium_censo_ensemble_clustered_conf_05_opt,-903.125425,-902.837964,0.358584,-902.746208,0.068458,0.063696,-902.814666,-902.809904,
o  I5b_pyridinium_censo_ensemble_clustered_conf_07_opt,-903.124627,-902.837303,0.358543,-902.745464,0.069072,0.064063,-902.814536,-902.809527,
o  I5b_pyridinium_censo_ensemble_clustered_conf_08_opt,-903.124560,-902.837302,0.358458,-902.745433,0.068920,0.063986,-902.814353,-902.809418,
o  I5b_pyridinium_censo_ensemble_clustered_conf_10_opt,-903.122295,-902.834829,0.358694,-902.742954,0.068483,0.063848,-902.811437,-902.806802,
o  I5b_reduced_censo_ensemble_clustered_conf_01_opt,-903.840822,-903.553847,0.367900,-903.451978,0.069343,0.064510,-903.521321,-903.516488,
o  I5b_reduced_censo_ensemble_clustered_conf_02_opt,-903.844145,-903.557124,0.367967,-903.455358,0.069208,0.064419,-903.524566,-903.519778,
o  I5b_reduced_censo_ensemble_clustered_conf_03_opt,-903.844184,-903.557307,0.367853,-903.455475,0.068388,0.064040,-903.523863,-903.519515,
o  I5b_reduced_censo_ensemble_clustered_conf_05_opt,-903.844164,-903.557156,0.368007,-903.455382,0.068115,0.063867,-903.523497,-903.519249,
o  I5b_reduced_censo_ensemble_clustered_conf_08_opt,-903.844230,-903.557444,0.367822,-903.455579,0.068791,0.064139,-903.524371,-903.519718,
o  I5b_reduced_censo_ensemble_clustered_conf_09_opt,-903.841134,-903.554011,0.367793,-903.452417,0.068747,0.064128,-903.521163,-903.516545,
o  I5b_reduced_censo_ensemble_clustered_conf_10_opt,-903.837962,-903.551287,0.367618,-903.449206,0.071560,0.065690,-903.520766,-903.514895,
o  I3a_inactive_censo_ensemble_clustered_conf_01_opt,-829.546892,-829.284261,0.389542,-829.137272,0.066406,0.062237,-829.203678,-829.199508,
o  I3a_inactive_censo_ensemble_clustered_conf_03_opt,-829.545662,-829.282973,0.389404,-829.136154,0.066438,0.062438,-829.202591,-829.198591,
o  I3a_inactive_censo_ensemble_clustered_conf_06_opt,-829.547261,-829.284718,0.389368,-829.137828,0.065667,0.062023,-829.203495,-829.199851,
o  I3a_inactive_censo_ensemble_clustered_conf_07_opt,-829.546387,-829.283597,0.389443,-829.136759,0.065832,0.062341,-829.202590,-829.199100,
o  I3a_inactive_censo_ensemble_clustered_conf_08_opt,-829.542316,-829.279481,0.389252,-829.132797,0.066799,0.062808,-829.199596,-829.195606,
o  I3a_inactive_censo_ensemble_clustered_conf_09_opt,-829.544552,-829.281948,0.389119,-829.135205,0.066711,0.062515,-829.201916,-829.197720,
o  I3a_inactive_censo_ensemble_clustered_conf_10_opt,-829.544817,-829.282246,0.389493,-829.135338,0.064774,0.061599,-829.200112,-829.196938,
o  I3a_pyridinium_censo_ensemble_clustered_conf_01_opt,-828.365454,-828.103561,0.367450,-827.978734,0.064132,0.060611,-828.042866,-828.039345,
o  I3a_pyridinium_censo_ensemble_clustered_conf_02_opt,-828.362645,-828.100561,0.367170,-827.975941,0.065236,0.061348,-828.041176,-828.037288,
o  I3a_pyridinium_censo_ensemble_clustered_conf_07_opt,-828.365470,-828.103530,0.367347,-827.978757,0.065508,0.061259,-828.044265,-828.040016,
o  I3a_pyridinium_censo_ensemble_clustered_conf_08_opt,-828.362635,-828.100519,0.367354,-827.975846,0.064840,0.061093,-828.040687,-828.036939,
o  I3a_pyridinium_censo_ensemble_clustered_conf_09_opt,-828.364423,-828.102620,0.366589,-827.978154,0.066997,0.062168,-828.045151,-828.040322,
o  I3a_pyridinium_censo_ensemble_clustered_conf_10_opt,-828.367063,-828.105399,0.367598,-827.980279,0.062897,0.060000,-828.043176,-828.040279,
o  I3a_reduced_censo_ensemble_clustered_conf_01_opt,-829.102736,-828.840546,0.376019,-828.706555,0.066178,0.062391,-828.772733,-828.768945,
o  I3a_reduced_censo_ensemble_clustered_conf_03_opt,-829.102888,-828.840650,0.376281,-828.706620,0.065368,0.061859,-828.771988,-828.768479,
o  I3a_reduced_censo_ensemble_clustered_conf_04_opt,-829.103453,-828.841370,0.376492,-828.707074,0.064814,0.061586,-828.771888,-828.768659,
o  I3a_reduced_censo_ensemble_clustered_conf_05_opt,-829.099677,-828.837867,0.375971,-828.703467,0.066845,0.062800,-828.770313,-828.766267,
o  I3a_reduced_censo_ensemble_clustered_conf_06_opt,-829.100219,-828.838288,0.375824,-828.704092,0.067360,0.063016,-828.771452,-828.767108,
o  I3a_reduced_censo_ensemble_clustered_conf_07_opt,-829.100218,-828.838574,0.376366,-828.703992,0.064925,0.061535,-828.768918,-828.765528,
o  I3a_reduced_censo_ensemble_clustered_conf_08_opt,-829.100460,-828.838369,0.376112,-828.704244,0.066257,0.062419,-828.770502,-828.766664,
o  I3a_reduced_censo_ensemble_clustered_conf_09_opt,-829.095966,-828.834103,0.375728,-828.699915,0.068694,0.063552,-828.768609,-828.763467,
o  I3a_reduced_censo_ensemble_clustered_conf_10_opt,-829.099185,-828.837473,0.376022,-828.703160,0.066043,0.062135,-828.769203,-828.765295,
o  I3b_inactive_censo_ensemble_clustered_conf_01_opt,-868.828881,-868.554084,0.417953,-868.389402,0.069909,0.065252,-868.459311,-868.454654,
o  I3b_inactive_censo_ensemble_clustered_conf_02_opt,-868.830715,-868.555537,0.418158,-868.391070,0.068818,0.064956,-868.459888,-868.456026,
o  I3b_inactive_censo_ensemble_clustered_conf_03_opt,-868.827635,-868.552627,0.418029,-868.388159,0.068514,0.064715,-868.456673,-868.452874,
o  I3b_inactive_censo_ensemble_clustered_conf_04_opt,-868.830226,-868.555369,0.418118,-868.390698,0.067972,0.064419,-868.458670,-868.455117,
o  I3b_inactive_censo_ensemble_clustered_conf_05_opt,-868.828166,-868.553197,0.416968,-868.389383,0.069966,0.065642,-868.459349,-868.455025,
o  I3b_inactive_censo_ensemble_clustered_conf_06_opt,-868.824881,-868.549920,0.417801,-868.385472,0.069585,0.065314,-868.455057,-868.450786,
o  I3b_inactive_censo_ensemble_clustered_conf_07_opt,-868.828205,-868.552761,0.417047,-868.389198,0.071800,0.066688,-868.460997,-868.455885,
o  I3b_inactive_censo_ensemble_clustered_conf_08_opt,-868.826498,-868.551741,0.417619,-868.387208,0.069851,0.065389,-868.457059,-868.452597,
o  I3b_inactive_censo_ensemble_clustered_conf_09_opt,-868.824067,-868.548906,0.417108,-868.385123,0.070412,0.065871,-868.455535,-868.450994,
o  I3b_inactive_censo_ensemble_clustered_conf_10_opt,-868.824067,-868.549005,0.417984,-868.384488,0.069006,0.065062,-868.453494,-868.449550,
o  I3b_pyridinium_censo_ensemble_clustered_conf_01_opt,-867.650150,-867.375692,0.394698,-867.234124,0.069113,0.064906,-867.303237,-867.299030,
o  I3b_pyridinium_censo_ensemble_clustered_conf_02_opt,-867.654239,-867.380197,0.395263,-867.237924,0.067551,0.063857,-867.305475,-867.301781,
o  I3b_pyridinium_censo_ensemble_clustered_conf_04_opt,-867.649339,-867.374843,0.394811,-867.233189,0.069299,0.064949,-867.302488,-867.298138,
o  I3b_pyridinium_censo_ensemble_clustered_conf_05_opt,-867.654243,-867.380198,0.395125,-867.237953,0.069615,0.064830,-867.307569,-867.302783,
o  I3b_pyridinium_censo_ensemble_clustered_conf_06_opt,-867.652991,-867.378865,0.394591,-867.237152,0.068676,0.064464,-867.305828,-867.301617,
o  I3b_pyridinium_censo_ensemble_clustered_conf_07_opt,-867.648893,-867.374404,0.394800,-867.232883,0.068495,0.064496,-867.301379,-867.297379,
o  I3b_pyridinium_censo_ensemble_clustered_conf_08_opt,-867.652581,-867.378297,0.394427,-867.236736,0.069460,0.064996,-867.306195,-867.301731,
o  I3b_pyridinium_censo_ensemble_clustered_conf_09_opt,-867.654241,-867.380197,0.395265,-867.237924,0.067547,0.063854,-867.305472,-867.301779,
o  I3b_pyridinium_censo_ensemble_clustered_conf_10_opt,-867.651085,-867.376873,0.395069,-867.234914,0.067291,0.063743,-867.302204,-867.298656,
o  I3b_reduced_censo_ensemble_clustered_conf_01_opt,-868.390091,-868.115599,0.403785,-867.964467,0.070411,0.065892,-868.034877,-868.030358,
o  I3b_reduced_censo_ensemble_clustered_conf_04_opt,-868.390499,-868.116066,0.404395,-867.964641,0.068129,0.064587,-868.032770,-868.029229,
o  I3b_reduced_censo_ensemble_clustered_conf_05_opt,-868.386654,-868.112502,0.403677,-867.961022,0.071875,0.066730,-868.032896,-868.027751,
o  I3b_reduced_censo_ensemble_clustered_conf_06_opt,-868.387691,-868.113474,0.403804,-867.962035,0.070254,0.065782,-868.032288,-868.027816,
o  I3b_reduced_censo_ensemble_clustered_conf_08_opt,-868.386658,-868.112210,0.403936,-867.960891,0.070696,0.066055,-868.031587,-868.026946,
o  I3b_reduced_censo_ensemble_clustered_conf_09_opt,-868.387605,-868.113654,0.403973,-867.962101,0.068596,0.064847,-868.030697,-868.026948,
o  I3b_reduced_censo_ensemble_clustered_conf_10_opt,-868.388303,-868.113754,0.403864,-867.962676,0.069575,0.065401,-868.032251,-868.028078,
o  I4a_inactive_censo_ensemble_clustered_conf_01_opt,-790.252280,-790.002032,0.361309,-789.872297,0.062890,0.059438,-789.935187,-789.931735,
o  I4a_inactive_censo_ensemble_clustered_conf_04_opt,-790.251334,-790.000974,0.360960,-789.871519,0.063817,0.060024,-789.935337,-789.931544,
o  I4a_inactive_censo_ensemble_clustered_conf_05_opt,-790.248087,-789.997621,0.361270,-789.868015,0.063028,0.059767,-789.931044,-789.927782,
o  I4a_inactive_censo_ensemble_clustered_conf_06_opt,-790.252218,-790.001944,0.361126,-789.872271,0.063763,0.059990,-789.936034,-789.932260,
o  I4a_inactive_censo_ensemble_clustered_conf_07_opt,-790.248051,-789.997649,0.361554,-789.867943,0.061902,0.059009,-789.929844,-789.926952,
o  I4a_inactive_censo_ensemble_clustered_conf_08_opt,-790.249717,-789.999560,0.361186,-789.869748,0.062712,0.059555,-789.932460,-789.929303,
o  I4a_inactive_censo_ensemble_clustered_conf_09_opt,-790.249891,-789.999380,0.361045,-789.869927,0.063607,0.059944,-789.933534,-789.929871,
o  I4a_inactive_censo_ensemble_clustered_conf_10_opt,-790.252419,-790.002235,0.361171,-789.872462,0.063680,0.059889,-789.936142,-789.932350,
o  I4a_pyridinium_censo_ensemble_clustered_conf_01_opt,-789.071416,-788.821945,0.339050,-788.714430,0.061297,0.058079,-788.775727,-788.772508,
o  I4a_pyridinium_censo_ensemble_clustered_conf_02_opt,-789.068714,-788.819068,0.339191,-788.711495,0.061590,0.058382,-788.773085,-788.769877,
o  I4a_pyridinium_censo_ensemble_clustered_conf_04_opt,-789.068819,-788.819218,0.339281,-788.711523,0.061472,0.058219,-788.772995,-788.769742,
o  I4a_pyridinium_censo_ensemble_clustered_conf_06_opt,-789.072755,-788.823547,0.339517,-788.715488,0.060137,0.057333,-788.775625,-788.772821,
o  I4a_pyridinium_censo_ensemble_clustered_conf_07_opt,-789.071417,-788.821947,0.339085,-788.714412,0.061180,0.058014,-788.775592,-788.772426,
o  I4a_pyridinium_censo_ensemble_clustered_conf_08_opt,-789.068266,-788.818556,0.338689,-788.711375,0.062118,0.058647,-788.773494,-788.770022,
o  I4a_pyridinium_censo_ensemble_clustered_conf_09_opt,-789.067069,-788.817432,0.338803,-788.710038,0.062710,0.058966,-788.772748,-788.769005,
o  I4a_pyridinium_censo_ensemble_clustered_conf_10_opt,-789.069476,-788.820112,0.339390,-788.712315,0.059687,0.057146,-788.772002,-788.769461,
o  I4a_reduced_censo_ensemble_clustered_conf_01_opt,-789.806750,-789.557421,0.347690,-789.440292,0.063857,0.059784,-789.504148,-789.500075,
o  I4a_reduced_censo_ensemble_clustered_conf_02_opt,-789.807890,-789.558647,0.348149,-789.441241,0.062256,0.058907,-789.503497,-789.500148,
o  I4a_reduced_censo_ensemble_clustered_conf_03_opt,-789.803981,-789.554537,0.347796,-789.437328,0.065385,0.060529,-789.502713,-789.497858,
o  I4a_reduced_censo_ensemble_clustered_conf_05_opt,-789.804059,-789.554745,0.347632,-789.437616,0.064293,0.060126,-789.501909,-789.497742,
o  I4a_reduced_censo_ensemble_clustered_conf_07_opt,-789.803067,-789.553545,0.347435,-789.436733,0.064210,0.060105,-789.500943,-789.496838,
o  I4a_reduced_censo_ensemble_clustered_conf_08_opt,-789.805292,-789.555908,0.347977,-789.438681,0.062889,0.059271,-789.501570,-789.497952,
o  I4a_reduced_censo_ensemble_clustered_conf_09_opt,-789.803197,-789.553931,0.347716,-789.436713,0.064396,0.060014,-789.501109,-789.496727,
o  I4a_reduced_censo_ensemble_clustered_conf_10_opt,-789.803077,-789.554008,0.348020,-789.436399,0.063276,0.059593,-789.499675,-789.495991,
o  I4b_inactive_censo_ensemble_clustered_conf_01_opt,-829.534370,-829.271895,0.389332,-829.124745,0.066568,0.062684,-829.191313,-829.187429,
o  I4b_inactive_censo_ensemble_clustered_conf_03_opt,-829.532932,-829.270182,0.389778,-829.123063,0.065446,0.062026,-829.188509,-829.185089,
o  I4b_inactive_censo_ensemble_clustered_conf_04_opt,-829.532863,-829.270083,0.389733,-829.123001,0.066381,0.062494,-829.189383,-829.185496,
o  I4b_inactive_censo_ensemble_clustered_conf_05_opt,-829.530389,-829.267616,0.389405,-829.120662,0.066455,0.062792,-829.187117,-829.183454,
o  I4b_inactive_censo_ensemble_clustered_conf_06_opt,-829.530866,-829.268157,0.389149,-829.121397,0.066509,0.062747,-829.187906,-829.184144,
o  I4b_inactive_censo_ensemble_clustered_conf_07_opt,-829.534495,-829.271898,0.389593,-829.124744,0.066015,0.062309,-829.190759,-829.187053,
o  I4b_inactive_censo_ensemble_clustered_conf_08_opt,-829.534759,-829.272258,0.389514,-829.125129,0.065906,0.062240,-829.191036,-829.187369,
o  I4b_inactive_censo_ensemble_clustered_conf_09_opt,-829.530248,-829.267582,0.389649,-829.120397,0.066149,0.062452,-829.186546,-829.182850,
o  I4b_inactive_censo_ensemble_clustered_conf_10_opt,-829.529912,-829.267269,0.389725,-829.119937,0.065958,0.062469,-829.185895,-829.182406,
o  I4b_pyridinium_censo_ensemble_clustered_conf_01_opt,-828.356389,-828.094365,0.366714,-827.969834,0.065554,0.061937,-828.035388,-828.031772,
o  I4b_pyridinium_censo_ensemble_clustered_conf_02_opt,-828.355756,-828.093680,0.366438,-827.969316,0.066472,0.062343,-828.035788,-828.031659,
o  I4b_pyridinium_censo_ensemble_clustered_conf_03_opt,-828.358497,-828.096726,0.367098,-827.971774,0.064752,0.061295,-828.036526,-828.033070,
o  I4b_pyridinium_censo_ensemble_clustered_conf_06_opt,-828.355141,-828.093039,0.366331,-827.968787,0.066398,0.062450,-828.035185,-828.031237,
o  I4b_pyridinium_censo_ensemble_clustered_conf_07_opt,-828.355703,-828.093542,0.366337,-827.969343,0.067203,0.062673,-828.036547,-828.032017,
o  I4b_pyridinium_censo_ensemble_clustered_conf_08_opt,-828.355062,-828.093016,0.366778,-827.968509,0.065476,0.061797,-828.033985,-828.030306,
o  I4b_pyridinium_censo_ensemble_clustered_conf_09_opt,-828.359683,-828.097806,0.366658,-827.973214,0.065720,0.061700,-828.038934,-828.034914,
o  I4b_pyridinium_censo_ensemble_clustered_conf_10_opt,-828.357750,-828.095922,0.366405,-827.971452,0.065625,0.061778,-828.037077,-828.033230,
o  I4b_reduced_censo_ensemble_clustered_conf_01_opt,-829.102055,-828.839995,0.375814,-828.705986,0.067839,0.063136,-828.773824,-828.769121,
o  I4b_reduced_censo_ensemble_clustered_conf_04_opt,-829.103074,-828.841059,0.376385,-828.706729,0.065509,0.061885,-828.772238,-828.768614,
o  I4b_reduced_censo_ensemble_clustered_conf_06_opt,-829.102149,-828.840028,0.375944,-828.706003,0.066799,0.062611,-828.772802,-828.768614,
o  I4b_reduced_censo_ensemble_clustered_conf_08_opt,-829.102602,-828.840761,0.376469,-828.706210,0.065483,0.061849,-828.771694,-828.768060,
o  I4b_reduced_censo_ensemble_clustered_conf_09_opt,-829.097615,-828.835674,0.375917,-828.701456,0.066900,0.062745,-828.768356,-828.764201,
o  I4b_reduced_censo_ensemble_clustered_conf_10_opt,-829.099281,-828.837404,0.376140,-828.703051,0.066461,0.062388,-828.769512,-828.765440,
o  I6a_inactive_censo_ensemble_clustered_conf_01_opt,-904.734964,-904.442187,0.395073,-904.318773,0.069218,0.064695,-904.387991,-904.383468,
o  I6a_inactive_censo_ensemble_clustered_conf_02_opt,-904.734964,-904.442187,0.395074,-904.318773,0.069221,0.064696,-904.387994,-904.383468,
o  I6a_inactive_censo_ensemble_clustered_conf_03_opt,-904.734692,-904.442004,0.395243,-904.318386,0.068854,0.064512,-904.387240,-904.382898,
o  I6a_inactive_censo_ensemble_clustered_conf_06_opt,-904.733687,-904.440915,0.395470,-904.317175,0.068743,0.064506,-904.385918,-904.381681,
o  I6a_inactive_censo_ensemble_clustered_conf_07_opt,-904.730691,-904.437698,0.395262,-904.314274,0.068595,0.064626,-904.382868,-904.378900,
o  I6a_inactive_censo_ensemble_clustered_conf_08_opt,-904.733986,-904.441146,0.394743,-904.317880,0.069540,0.065013,-904.387420,-904.382893,
o  I6a_inactive_censo_ensemble_clustered_conf_09_opt,-904.731441,-904.438565,0.395056,-904.315141,0.068525,0.064673,-904.383666,-904.379814,
o  I6a_inactive_censo_ensemble_clustered_conf_10_opt,-904.728708,-904.435712,0.394999,-904.312369,0.069845,0.065371,-904.382214,-904.377740,
o  I6a_pyridinium_censo_ensemble_clustered_conf_01_opt,-903.552330,-903.260452,0.373269,-903.158778,0.067002,0.063031,-903.225780,-903.221809,
o  I6a_pyridinium_censo_ensemble_clustered_conf_02_opt,-903.549515,-903.257425,0.372905,-903.156078,0.068264,0.063809,-903.224341,-903.219887,
o  I6a_pyridinium_censo_ensemble_clustered_conf_05_opt,-903.552316,-903.260439,0.373034,-903.158927,0.067629,0.063326,-903.226556,-903.222253,
o  I6a_pyridinium_censo_ensemble_clustered_conf_06_opt,-903.554784,-903.263137,0.373394,-903.161226,0.065555,0.062283,-903.226781,-903.223509,
o  I6a_pyridinium_censo_ensemble_clustered_conf_07_opt,-903.549525,-903.257401,0.372964,-903.156155,0.066917,0.063193,-903.223072,-903.219347,
o  I6a_pyridinium_censo_ensemble_clustered_conf_08_opt,-903.549367,-903.257331,0.372673,-903.156036,0.068680,0.064093,-903.224715,-903.220129,
o  I6a_pyridinium_censo_ensemble_clustered_conf_09_opt,-903.547782,-903.255721,0.372424,-903.154668,0.068834,0.064226,-903.223502,-903.218894,
o  I6a_pyridinium_censo_ensemble_clustered_conf_10_opt,-903.550646,-903.258743,0.372777,-903.157368,0.067438,0.063440,-903.224806,-903.220808,
o  I6a_reduced_censo_ensemble_clustered_conf_01_opt,-904.287766,-903.995664,0.381526,-903.885130,0.068644,0.064484,-903.953774,-903.949613,
o  I6a_reduced_censo_ensemble_clustered_conf_02_opt,-904.287756,-903.995838,0.381590,-903.885119,0.068168,0.064239,-903.953287,-903.949358,
o  I6a_reduced_censo_ensemble_clustered_conf_05_opt,-904.287645,-903.995568,0.381752,-903.884957,0.067888,0.064107,-903.952846,-903.949064,
o  I6a_reduced_censo_ensemble_clustered_conf_06_opt,-904.287373,-903.995440,0.381919,-903.884584,0.067594,0.063858,-903.952177,-903.948441,
o  I6a_reduced_censo_ensemble_clustered_conf_07_opt,-904.287455,-903.995282,0.381794,-903.884708,0.068201,0.064166,-903.952908,-903.948874,
o  I6a_reduced_censo_ensemble_clustered_conf_08_opt,-904.288614,-903.996584,0.381790,-903.885874,0.067847,0.064040,-903.953721,-903.949914,
o  I6a_reduced_censo_ensemble_clustered_conf_09_opt,-904.287738,-903.995521,0.381977,-903.884910,0.067308,0.063724,-903.952218,-903.948634,
